name	sp	mother	block	poss	xcoord	ycoord	treat	mort	Sday	surv	date_dead	date_ab	wden	dden	sla	dia	Lday	Labs
B49	pmal	12H_Pmal_1	B	49	4.5	3	12	0	84	1	NA	07.08.2015	0.991672005	0.517296605	NA	3.92	20	1
B50	sjoh	8m_SJoh_6	B	50	5	3	12	1	31	0	18.08.2015	30.07.2015	NA	NA	NA	2.61	12	1
B51	spar	Sp_m_3	B	51	5.5	3	18	0	84	1	NA	16.08.2015	0.883504783	0.436022379	NA	5.39	29	1
B52	ssem	SS	B	52	6	3	18	1	60	0	16.09.2015	07.08.2015	NA	NA	NA	3.89	20	1
B53	dry	DL_m_6	B	53	6.5	3	9	0	84	1	NA	NA	1.09685604	0.575179261	0.152035876	3.14	84	0
B54	dry	DL_Tawau	B	54	7	3	3	0	84	1	NA	07.09.2015	1.041762673	0.384086982	NA	4.53	51	1
B55	slep	SL_m_1	B	55	7.5	3	9	0	84	1	NA	29.08.2015	1.060456072	0.550114902	NA	2.85	42	1
B56	ssmi	Ssmi_4	B	56	8	3	0	0	84	1	NA	NA	0.965472191	0.36095558	0.155530954	5.03	84	0
B57	sjoh	8L_SJoh_50	B	57	4.5	3.5	9	1	42	0	29.08.2015	04.08.2015	NA	NA	NA	4.39	17	1
B58	ptom	9J_Ptom_14	B	58	5	3.5	18	1	22	0	09.08.2015	25.08.2015	NA	NA	NA	2.91	38	1
B59	ssmi	Ssmi_3A	B	59	5.5	3.5	18	1	25	0	12.08.2015	28.08.2015	NA	NA	NA	3.25	41	1
B60	sjoh	8K_SJoh_8	B	60	6	3.5	0	0	84	1	NA	NA	1.000202778	0.385379702	0.173476833	3.71	84	0
B61	ssmi	9H_Ssmi_4	B	61	6.5	3.5	9	0	84	1	NA	26.08.2015	0.900384948	0.37701312	0.185358808	5.14	39	1
B62	sxan	11H_Sxan_1	B	62	7	3.5	3	0	84	1	NA	NA	NA	NA	0.178433314	5.42	84	0
B63	slep	8P_Slep_4	B	63	7.5	3.5	15	0	84	1	NA	NA	0.964648296	0.467548949	0.229342254	4.23	84	0
B64	ptom	Pt_m_5	B	64	8	3.5	3	0	84	1	NA	NA	1.021653232	0.596333175	0.167051765	4.43	84	0
B65	dry	DL_m_2	B	65	4.5	4	6	0	84	1	NA	NA	1.105392157	0.600011956	NA	5.34	84	0
B66	ssmi	Ssmi_19	B	66	5	4	12	0	84	1	NA	14.08.2015	0.954874268	0.460558043	0.119745071	5.59	27	1
B67	pmal	Pm_m_4	B	67	5.5	4	21	0	84	1	NA	10.08.2015	0.972527473	0.555967289	NA	4.51	23	1
B68	sjoh	ou_SJoh	B	68	6	4	6	0	84	1	NA	07.08.2015	1.009701351	0.525109378	0.173476833	4.66	20	1
B69	slep	SL_m_72	B	69	6.5	4	15	0	84	1	NA	30.07.2015	0.962507759	0.422532588	0.21142489	4.36	12	1
B70	ssem	SS	B	70	7	4	0	0	84	1	NA	NA	1.101842546	0.534338358	0.198988132	3.42	84	0
B71	spar	9Q_Spar_10	B	71	7.5	4	21	1	26	0	13.08.2015	03.08.2015	NA	NA	NA	5.14	16	1
B72	ssmi	Ssmi_Tawau	B	72	8	4	6	1	47	0	03.09.2015	28.08.2015	NA	NA	NA	4.16	41	1
B73	spar	Spar_1	B	73	4.5	4.5	6	0	84	1	NA	24.09.2015	0.979326841	0.818896292	0.182853959	3.22	68	1
B74	pmal	Pmal_m_1	B	74	5	4.5	12	0	84	1	NA	10.08.2015	0.778493832	0.656600994	NA	3.97	23	1
B75	slep	Slep_1	B	75	5.5	4.5	6	0	84	1	NA	31.08.2015	0.905127231	0.364071401	0.178042013	4.49	44	1
B76	ptom	Ptom_3_rdc	B	76	6	4.5	6	0	84	1	NA	25.08.2015	1.036050895	0.565622055	NA	4.84	38	1
B77	sjoh	SJ_m_5	B	77	6.5	4.5	6	0	84	1	NA	04.09.2015	1.050506362	0.471695663	0.241628446	3.13	48	1
B78	sjoh	8K_SJoh_8	B	78	7	4.5	9	0	84	1	NA	07.08.2015	0.97832272	0.452784176	0.198988132	3.3	20	1
B79	sjoh	8m_SJoh_7	B	79	7.5	4.5	18	1	41	0	28.08.2015	17.08.2015	NA	NA	NA	4.1	30	1
B80	sjoh	S.Joh_m_7	B	80	8	4.5	15	1	72	0	28.09.2015	01.08.2015	0.60797132	0.558414171	NA	3.57	14	1
B81	ssem	SS	B	81	4.5	5	9	0	84	1	NA	NA	1.0824651	0.596595165	0.16401446	4.04	84	0
B82	ptom	Pt_m_4	B	82	5	5	3	1	33	0	20.08.2015	07.08.2015	NA	NA	NA	4.16	20	1
B83	sjoh	8m_SJoh_9	B	83	5.5	5	15	1	32	0	19.08.2015	24.07.2015	NA	NA	NA	4.11	6	1
B84	ssem	SS	B	84	6	5	9	0	84	1	NA	09.09.2015	1.079068061	0.564483581	0.159190506	3.42	53	1
B85	sbec	SHOREABECCARINA_Sbec	B	85	6.5	5	12	1	44	0	31.08.2015	07.08.2015	NA	NA	NA	3.21	20	1
B86	ssmi	Ssmi_Tawau	B	86	7	5	18	0	84	1	NA	01.08.2015	0.780190263	0.524566312	NA	5.02	14	1
B87	dry	DL_m_1	B	87	7.5	5	18	0	84	1	NA	13.09.2015	0.895764201	0.520105407	NA	7.17	57	1
B88	slep	SL_maliau	B	88	8	5	12	1	14	0	01.08.2015	31.07.2015	NA	NA	NA	4.3	13	1
B89	pmal	12H_Pmal_1	B	89	4.5	5.5	3	0	84	1	NA	NA	1.081029094	0.574577222	0.193302757	4.05	84	0
B90	sjoh	SJ_m_4	B	90	5	5.5	3	0	84	1	NA	NA	0.946943483	0.470753007	NA	3.46	84	0
B91	sbec	Sbec_Sfr	B	91	5.5	5.5	18	1	14	0	01.08.2015	26.08.2015	NA	NA	NA	4.73	39	1
B92	ssem	Ssem_ou	B	92	6	5.5	18	1	81	0	07.10.2015	NA	1.074423771	0.657872813	NA	2.97	84	0
B93	sxan	9K_Sxan_29	B	93	6.5	5.5	9	1	40	0	27.08.2015	16.08.2015	NA	NA	NA	2.97	29	1
B94	dry	DL_m_6	B	94	7	5.5	0	0	84	1	NA	NA	1.077405646	0.442072245	0.139496835	3.16	84	0
B95	sxan	Sxan_3_RDC	B	95	7.5	5.5	0	0	84	1	NA	NA	1.083200679	0.62517245	0.128868505	2.81	84	0
B96	pmal	8L_Pmal_9	B	96	8	5.5	6	0	84	1	NA	16.09.2015	1.088857546	0.566731312	0.167051765	4.2	60	1
B97	ssmi	Ssmi_19	B	97	4.5	6	6	0	84	1	NA	12.08.2015	1.003199431	0.416992535	0.185358808	4.92	25	1
B98	pmal	8_m_Pmal_8	B	98	5	6	18	1	32	0	19.08.2015	01.08.2015	NA	NA	NA	4.17	14	1
B99	ptom	Ptom_2_RDC	B	99	5.5	6	21	1	41	0	28.08.2015	25.07.2015	NA	NA	NA	3.6	7	1
B100	sbec	SHOREABECCARINA_Sbec	B	100	6	6	6	0	84	1	NA	07.08.2015	1.005049186	0.481152607	0.171280924	4.84	20	1
B101	slep	SL_m_114	B	101	6.5	6	21	1	48	0	04.09.2015	23.07.2015	NA	NA	NA	3.64	5	1
B102	ssem	SS	B	102	7	6	21	1	14	0	01.08.2015	08.08.2015	NA	NA	NA	2.62	21	1
B103	slep	8Pslep_2	B	103	7.5	6	21	0	84	1	NA	NA	0.986160218	0.45701586	NA	4.08	84	0
B104	ssem	Ssem_ou	B	104	8	6	6	0	84	1	NA	NA	1.104533594	0.592221135	0.153763557	3.97	84	0
B105	dry	DL_Tawau	B	105	4.5	6.5	15	0	84	1	NA	NA	1.064885076	0.469372044	0.145496699	3.97	84	0
B106	dry	Dl_m_4	B	106	5	6.5	18	0	84	1	NA	NA	1.110578642	0.561047135	0.136678717	5.14	84	0
B107	spar	SP_m_5	B	107	5.5	6.5	15	1	14	0	01.08.2015	07.08.2015	NA	NA	NA	3.28	20	1
B108	sxan	8L_Sxan_10	B	108	6	6.5	0	0	84	1	NA	NA	1.049083297	0.447668543	0.153763557	3.36	84	0
B109	sjoh	8m_SJoh_7	B	109	6.5	6.5	12	0	84	1	NA	28.07.2015	0.761033017	0.643347499	NA	4.09	10	1
B110	sxan	11H_Sxan_1	B	110	7	6.5	6	0	84	1	NA	07.08.2015	0.823908918	0.723339658	NA	2.97	20	1
B111	sxan	9K_Sxan_2	B	111	7.5	6.5	18	1	61	0	17.09.2015	28.08.2015	NA	NA	NA	2.98	41	1
B112	sxan	8m_Sxan_3	B	112	8	6.5	15	1	33	0	20.08.2015	11.08.2015	NA	NA	NA	3.94	24	1
B113	slep	12I_Slep_3	B	113	4.5	7	12	0	84	1	NA	NA	0.855564507	0.335826908	0.238785759	5.23	84	0
B114	sbec	Sbec_Sfr	B	114	5	7	15	1	32	0	19.08.2015	07.08.2015	NA	NA	NA	3.93	20	1
B115	slep	SL_m_6	B	115	5.5	7	0	0	84	1	NA	NA	0.943324618	0.355401872	0.218245048	3.96	84	0
B116	sjoh	S.Joh_m_7	B	116	6	7	21	0	84	1	NA	29.07.2015	0.67311828	0.600430108	NA	2.74	11	1
B117	ptom	8L_Ptom_6	B	117	6.5	7	6	0	84	1	NA	23.07.2015	1.00247669	0.476689977	NA	4.04	5	1
B118	pmal	Pmal_1_RDC	B	118	7	7	15	1	58	0	14.09.2015	14.08.2015	NA	NA	NA	4.65	27	1
B119	ssmi	Ssmi_5	B	119	7.5	7	21	0	84	1	NA	NA	1.017006304	0.498167424	0.173476833	4.14	84	0
B120	ssem	SS	B	120	8	7	12	0	84	1	NA	NA	1.117767328	0.704559395	0.152035876	3.14	84	0
B121	sxan	Sxan_1	B	121	4.5	7.5	12	1	31	0	18.08.2015	07.08.2015	NA	NA	NA	4.11	20	1
B122	dry	DL_m_7	B	122	5	7.5	21	0	84	1	NA	NA	1.043946741	0.58685446	0.183473803	5.27	84	0
B123	ssem	SS	B	123	5.5	7.5	3	0	84	1	NA	NA	1.106608627	0.600554017	0.150346589	3.59	84	0
B124	spar	SP_m_7	B	124	6	7.5	21	1	33	0	20.08.2015	22.07.2015	NA	NA	NA	2.93	4	1
B125	slep	Slep_m_122	B	125	6.5	7.5	3	0	84	1	NA	10.08.2015	0.922035046	0.744349446	0.233296431	3.56	23	1
B126	sbec	SHOREABECCARINA_Sbec	B	126	7	7.5	0	0	84	1	NA	NA	1.004671706	0.356663552	0.159190506	4.17	84	0
B127	ssem	SS	B	127	7.5	7.5	15	0	84	1	NA	25.08.2015	1.136096332	0.74124895	NA	2.9	38	1
B128	spar	Sp_m_4	B	128	8	7.5	6	0	84	1	NA	28.09.2015	0.979706275	0.502803738	0.159190506	3.26	72	1
B129	ssmi	Ssmi_Tawau	B	129	4.5	8	15	1	31	0	18.08.2015	16.08.2015	NA	NA	NA	4.53	29	1
B130	dry	DL_m_3	B	130	5	8	15	0	84	1	NA	NA	1.102850229	0.577574617	0.124139385	4.44	84	0
B131	spar	Sp_m_1	B	131	5.5	8	0	0	84	1	NA	NA	0.982350445	0.393635978	0.187933236	4.19	84	0
B132	ptom	Ptom_3	B	132	6	8	9	1	48	0	04.09.2015	01.08.2015	NA	NA	NA	4.24	14	1
B133	spar	SP_m_5	B	133	6.5	8	9	0	84	1	NA	NA	1.01393826	0.486810103	0.15612915	4.34	84	0
B134	sbec	Sbec_Sfr	B	134	7	8	21	1	54	0	10.09.2015	04.08.2015	NA	NA	NA	5.36	17	1
B135	dry	DL_m_1	B	135	7.5	8	12	0	84	1	NA	NA	1.090618861	0.49975442	0.159190506	6.57	84	0
B136	ptom	Pt_m_4	B	136	8	8	15	0	84	1	NA	10.08.2015	0.738828579	0.667129513	NA	3.99	23	1
B137	dry	DL_m_7	B	137	4.5	8.5	9	0	84	1	NA	24.09.2015	1.087040072	0.521392641	0.143948862	5.22	68	1
B138	pmal	Pm_m_5	B	138	5	8.5	18	1	69	0	25.09.2015	24.07.2015	0.706686552	0.592841163	NA	4	6	1
B139	sxan	9K_Sxan_29	B	139	5.5	8.5	21	1	35	0	22.08.2015	27.07.2015	NA	NA	NA	3.33	9	1
B140	pmal	Pmal_1_RDC	B	140	6	8.5	3	0	84	1	NA	03.09.2015	0.686629237	0.571012685	NA	3.17	47	1
B141	slep	12H_Slep_8	B	141	6.5	8.5	9	0	84	1	NA	16.09.2015	0.911409487	0.363943054	0.185358808	4.05	60	1
B142	spar	9Q_Spar_10	B	142	7	8.5	18	0	84	1	NA	02.09.2015	1.04068941	0.511016347	NA	3.99	46	1
B143	ptom	9I_Ptom_5	B	143	7.5	8.5	18	1	69	0	25.09.2015	04.08.2015	0.702822709	0.633999366	NA	3.91	17	1
B144	sbec	SHOREABECCARINA_Sbec	B	144	8	8.5	12	0	84	1	NA	04.09.2015	0.885628989	0.409614989	0.221822836	4.99	48	1
B145	ptom	Pt_m_1	B	145	4.5	9	12	1	54	0	10.09.2015	07.08.2015	NA	NA	NA	3.99	20	1
B146	ptom	Ptom_3	B	146	5	9	0	0	84	1	NA	NA	1.047889539	0.796731626	0.182853959	3.25	84	0
B147	ssem	SS	B	147	5.5	9	15	1	83	0	09.10.2015	10.08.2015	1.052194085	0.692248212	NA	3.94	23	1
B148	dry	DL_Tawau	B	148	6	9	12	0	84	1	NA	NA	1.099141579	0.5332487	0.148694428	5.95	84	0
B149	slep	12H_Slep_8	B	149	6.5	9	0	0	84	1	NA	NA	0.881965485	0.290936635	0.240554542	4.69	84	0
B150	ssem	Ssem_ou	B	150	7	9	3	0	84	1	NA	NA	1.100718028	0.693576557	NA	2.94	84	0
B151	sjoh	SJ_m_10	B	151	7.5	9	21	0	84	1	NA	01.09.2015	1.030282175	0.579662767	NA	3.34	45	1
B152	dry	DL_Tawau	B	152	8	9	21	0	84	1	NA	NA	1.13599175	0.604537642	0.180415906	4.95	84	0
B153	spar	SP_m_5	B	153	4.5	9.5	0	0	84	1	NA	NA	0.897617379	0.387035739	0.163026422	3.6	84	0
B154	slep	Slep_1	B	154	5	9.5	3	0	84	1	NA	07.08.2015	0.91312187	0.40427379	NA	5.32	20	1
B155	sbec	SHOREABECCARINA_Sbec	B	155	5.5	9.5	6	0	84	1	NA	NA	1.003223156	0.464956077	0.150346589	5.79	84	0
B156	ssmi	Ssmi_Tawau	B	156	6	9.5	3	0	84	1	NA	01.09.2015	0.975963719	0.434985423	0.201958104	5.32	45	1
B157	ssem	SS	B	157	6.5	9.5	21	0	84	1	NA	09.09.2015	1.076825969	0.658431019	NA	4.03	53	1
B158	slep	SL_m_72	B	158	7	9.5	6	0	84	1	NA	27.08.2015	NA	NA	0.21142489	5.11	40	1
B159	sbec	Sbec_Sfr	B	159	7.5	9.5	9	0	84	1	NA	11.08.2015	0.988098533	0.533075007	NA	4.29	24	1
B160	sxan	9K_Sxan_29	B	160	8	9.5	15	0	84	1	NA	17.08.2015	1.088041086	0.652604549	NA	2.62	30	1
C1	dry	Dl_m_4	C	1	9	0	0	0	84	1	NA	NA	1.094920899	0.501804052	0.157339453	5.52	84	0
C2	dry	DL_Tawau	C	2	9.5	0	3	0	84	1	NA	NA	1.072389127	0.484024797	0.163026422	4.69	84	0
C3	pmal	Pmal_1_RDC	C	3	10	0	6	0	84	1	NA	10.08.2015	0.731831976	0.60980674	NA	3.2	23	1
C4	ssmi	Ssmi_5	C	4	10.5	0	12	0	84	1	NA	17.08.2015	0.603254893	0.51473499	NA	5.19	30	1
C5	ptom	Pt_m_4	C	5	11	0	21	1	32	0	19.08.2015	26.07.2015	NA	NA	NA	4.28	8	1
C6	sbec	Sbec_Sfr	C	6	11.5	0	12	1	37	0	24.08.2015	01.08.2015	NA	NA	NA	3.03	14	1
C7	sxan	ou_sxan_2	C	7	12	0	6	1	42	0	29.08.2015	07.08.2015	NA	NA	NA	3.71	20	1
C8	spar	9P_Spar_2	C	8	12.5	0	12	1	33	0	20.08.2015	07.08.2015	NA	NA	NA	2.49	20	1
C9	sjoh	8K_SJoh_8	C	9	9	0.5	3	0	84	1	NA	NA	NA	NA	NA	3.36	84	0
C10	ptom	Pt_m_1	C	10	9.5	0.5	12	1	14	0	01.08.2015	04.08.2015	NA	NA	NA	4.09	17	1
C11	ssmi	Ssmi_Tawau	C	11	10	0.5	9	0	84	1	NA	29.08.2015	0.934656281	0.359050445	0.150346589	4.69	42	1
C12	spar	SP_m_5	C	12	10.5	0.5	0	0	84	1	NA	01.09.2015	0.99030328	0.407778007	0.163026422	3.31	45	1
C13	ssmi	Ssmi_4	C	13	11	0.5	21	0	84	1	NA	16.08.2015	0.940480294	0.452487648	NA	5.4	29	1
C14	slep	12I_Slep_3	C	14	11.5	0.5	6	0	84	1	NA	NA	0.859979547	0.372507244	0.225519883	4.25	84	0
C15	ptom	Ptom_4	C	15	12	0.5	21	1	47	0	03.09.2015	03.08.2015	NA	NA	NA	4.36	16	1
C16	spar	Sp_m_3	C	16	12.5	0.5	9	0	84	1	NA	05.10.2015	0.968325792	0.536794475	NA	3.34	79	1
C17	ssmi	9H_Ssmi_4	C	17	9	1	3	0	84	1	NA	22.08.2015	1.009487179	0.440683761	0.171280924	4.36	35	1
C18	ptom	Ptom_4	C	18	9.5	1	15	1	42	0	29.08.2015	18.08.2015	NA	NA	NA	4.17	31	1
C19	spar	Spar_1	C	19	10	1	18	1	14	0	01.08.2015	12.08.2015	NA	NA	NA	3.56	25	1
C20	sxan	11H_Sxan_1	C	20	10.5	1	15	1	34	0	21.08.2015	04.08.2015	NA	NA	NA	4.31	17	1
C21	sxan	8m_Sxan_3	C	21	11	1	12	1	48	0	04.09.2015	11.08.2015	NA	NA	NA	4.69	24	1
C22	dry	DL_Tawau	C	22	11.5	1	12	0	84	1	NA	NA	1.004737332	0.508078843	0.143948862	4.35	84	0
C23	dry	DL_m_3	C	23	12	1	6	0	84	1	NA	NA	1.032645089	0.600027902	0.139496835	4.37	84	0
C24	ssmi	Ssmi_m_2	C	24	12.5	1	0	0	84	1	NA	08.10.2015	1.046509452	0.431592738	0.16401446	3.65	82	1
C25	slep	8Pslep_2	C	25	9	1.5	3	0	84	1	NA	NA	0.841205432	0.338364984	0.165014549	4.87	84	0
C26	dry	DL_Tawau	C	26	9.5	1.5	18	0	84	1	NA	12.09.2015	0.996696604	0.514607206	0.177043647	5.33	56	1
C27	sbec	Sbec_Sfr	C	27	10	1.5	21	0	84	1	NA	10.09.2015	0.631356621	0.533062551	NA	4.08	54	1
C28	sjoh	8K_SJoh_8	C	28	10.5	1.5	0	0	84	1	NA	01.09.2015	0.747100955	0.5	NA	3.22	45	1
C29	sbec	SHOREABECCARINA_Sbec	C	29	11	1.5	15	1	77	0	03.10.2015	07.08.2015	0.779932203	0.510779661	NA	4.88	20	1
C30	sbec	Sbec_Sfr	C	30	11.5	1.5	0	0	84	1	NA	NA	0.986028673	0.472011688	0.128868505	3.94	84	0
C31	spar	SP_m_5	C	31	12	1.5	9	0	84	1	NA	NA	0.914759102	0.50381513	0.147613014	3.84	84	0
C32	ssmi	Ssmi_5	C	32	12.5	1.5	15	1	66	0	22.09.2015	01.08.2015	0.618851616	0.512656925	NA	4.18	14	1
C33	ssmi	Ssmi_Tawau	C	33	9	2	6	0	84	1	NA	24.07.2015	0.982452008	0.437639854	0.167051765	5.19	6	1
C34	sjoh	SJ_m_10	C	34	9.5	2	12	0	84	1	NA	NA	0.842379842	0.314574315	NA	4.39	84	0
C35	slep	Slep_m_122	C	35	10	2	15	0	84	1	NA	01.09.2015	0.920114613	0.375014327	0.2081722	4.15	45	1
C36	slep	9P_Slep_2	C	36	10.5	2	18	1	56	0	12.09.2015	25.07.2015	NA	NA	NA	2.95	7	1
C37	dry	DL_m_7	C	37	11	2	15	0	84	1	NA	NA	1.108711453	0.644169868	0.155530954	4.78	84	0
C38	ssem	SS	C	38	11.5	2	18	0	84	1	NA	06.10.2015	0.969435371	0.622491834	0.246021691	3.35	80	1
C39	ssem	SS	C	39	12	2	0	0	84	1	NA	NA	1.106628471	0.575236731	0.182853959	3.74	84	0
C40	sjoh	S.Joh_m_7	C	40	12.5	2	15	1	66	0	22.09.2015	29.08.2015	0.577063448	0.48540146	NA	4.36	42	1
C41	slep	SL_m_114	C	41	9	2.5	21	0	84	1	NA	29.07.2015	0.888841263	0.47021003	0.225519883	4.48	11	1
C42	sbec	SHOREABECCARINA_Sbec	C	42	9.5	2.5	9	0	84	1	NA	23.07.2015	1.023324374	0.547645886	0.169139912	4.54	5	1
C43	ptom	9J_Ptom_14	C	43	10	2.5	6	0	84	1	NA	NA	0.942175857	0.805663189	0.187933236	2.8	84	0
C44	ssem	SS	C	44	10.5	2.5	3	0	84	1	NA	NA	1.07980284	0.616242225	0.169139912	3.55	84	0
C45	slep	9P_Slep_2	C	45	11	2.5	0	0	84	1	NA	04.09.2015	0.975694763	0.442630469	0.185358808	3.31	48	1
C46	sjoh	8m_SJoh_9	C	46	11.5	2.5	9	0	84	1	NA	01.09.2015	0.79042735	0.319145299	NA	3.89	45	1
C47	dry	DL_m_6	C	47	12	2.5	0	0	84	1	NA	NA	1.112455516	0.415124555	0.178042013	2.23	84	0
C48	ssmi	Ssmi_Tawau	C	48	12.5	2.5	12	0	84	1	NA	23.09.2015	0.964956276	0.370434671	0.221822836	5.58	67	1
C49	ptom	Ptom_2_RDC	C	49	9	3	18	1	31	0	18.08.2015	02.08.2015	NA	NA	0.251743125	4.34	15	1
C50	dry	DL_m_1	C	50	9.5	3	9	1	44	0	31.08.2015	07.08.2015	NA	NA	NA	4.76	20	1
C51	slep	SL_m_6	C	51	10	3	12	0	84	1	NA	NA	0.915182029	0.493996902	NA	3.17	84	0
C52	spar	Sp_m_3	C	52	10.5	3	15	0	84	1	NA	02.08.2015	0.844989964	0.479079821	NA	3.86	15	1
C53	ptom	Ptom_3	C	53	11	3	6	1	41	0	28.08.2015	04.08.2015	NA	NA	NA	3.61	17	1
C54	dry	DL_Tawau	C	54	11.5	3	15	0	84	1	NA	NA	1.029969262	0.430455943	0.150346589	3.69	84	0
C55	pmal	9L_Pmal_7	C	55	12	3	12	1	48	0	04.09.2015	10.08.2015	NA	NA	NA	3.98	23	1
C56	sbec	SHOREABECCARINA_Sbec	C	56	12.5	3	18	0	84	1	NA	26.07.2015	0.59756447	0.505873926	NA	4.77	8	1
C57	ssem	SS	C	57	9	3.5	15	0	84	1	NA	11.09.2015	0.69010101	0.574545455	NA	2.19	55	1
C58	pmal	Pmal_m_1	C	58	9.5	3.5	18	1	72	0	28.09.2015	24.07.2015	0.689290012	0.59133574	NA	3.45	6	1
C59	dry	DL_m_2	C	59	10	3.5	18	0	84	1	NA	NA	1.102584464	0.573491193	0.143948862	5.17	84	0
C60	sbec	Sbec_Sfr	C	60	10.5	3.5	3	0	84	1	NA	04.09.2015	0.999847282	0.650274893	0.128868505	3.67	48	1
C61	sxan	8n_Sxan	C	61	11	3.5	0	0	84	1	NA	NA	1.042076887	0.546061885	0.14243361	3.21	84	0
C62	ssem	SS	C	62	11.5	3.5	12	1	14	0	01.08.2015	04.08.2015	NA	NA	NA	3.45	17	1
C63	ssem	Ssem_ou	C	63	12	3.5	21	0	84	1	NA	25.08.2015	0.92034005	0.624527708	0.152035876	4.41	38	1
C64	ptom	All_Ptom_4	C	64	12.5	3.5	3	1	34	0	21.08.2015	10.08.2015	NA	NA	NA	3.59	23	1
C65	ssem	SS	C	65	9	4	18	1	53	0	09.09.2015	30.07.2015	NA	NA	NA	1.84	12	1
C66	ssmi	9H_Ssmi_4	C	66	9.5	4	18	0	84	1	NA	16.08.2015	0.940833513	0.460447707	0.218245048	5.32	29	1
C67	pmal	8L_Pmal_9	C	67	10	4	9	0	84	1	NA	04.09.2015	0.902192243	0.574480045	0.171280924	3.42	48	1
C68	ptom	8L_Ptom_6	C	68	10.5	4	3	0	84	1	NA	13.09.2015	0.88677651	0.756653992	0.198988132	2.08	57	1
C69	sjoh	SJ_m_1	C	69	11	4	0	0	84	1	NA	20.08.2015	1.058689133	0.517206911	0.233296431	3.55	33	1
C70	ssmi	Ssmi_4	C	70	11.5	4	0	0	84	1	NA	NA	0.95474694	0.414885875	0.143948862	6.29	84	0
C71	ptom	Pt_m_4	C	71	12	4	0	0	84	1	NA	NA	1.112511861	0.847363427	0.180415906	4.47	84	0
C72	sbec	SHOREABECCARINA_Sbec	C	72	12.5	4	0	0	84	1	NA	NA	1.020633751	0.269466961	0.143948862	4.41	84	0
C73	sjoh	8K_SJoh_8	C	73	9	4.5	6	0	84	1	NA	08.08.2015	1.027783453	0.643309499	0.190580183	3.49	21	1
C74	pmal	12H_Pmal_1	C	74	9.5	4.5	21	1	14	0	01.08.2015	23.07.2015	NA	NA	NA	3.12	5	1
C75	sbec	Sbec_Sfr	C	75	10	4.5	9	0	84	1	NA	28.09.2015	0.930301116	0.564118762	0.148694428	3.27	72	1
C76	ssem	SS	C	76	10.5	4.5	21	0	84	1	NA	30.07.2015	0.866888094	0.420669392	0.2081722	3.69	12	1
C77	slep	Slep_m_2	C	77	11	4.5	9	0	84	1	NA	31.08.2015	0.902356611	0.479206377	NA	3.38	44	1
C78	spar	9P_Spar_2	C	78	11.5	4.5	3	1	69	0	25.09.2015	25.08.2015	0.863330195	0.396393134	0.195631706	3.33	38	1
C79	slep	Slep_1	C	79	12	4.5	12	0	84	1	NA	NA	0.009032359	0.004224531	0.2081722	3.92	84	0
C80	slep	8Pslep_2	C	80	12.5	4.5	6	0	84	1	NA	NA	0.795092244	0.405068959	0.201958104	5.44	84	0
C81	sjoh	SJ_m_1	C	81	9	5	18	1	39	0	26.08.2015	23.07.2015	NA	NA	NA	3.73	5	1
C82	spar	Sp_m_4	C	82	9.5	5	21	1	40	0	27.08.2015	21.07.2015	NA	NA	NA	2.87	3	1
C83	pmal	Pmal_Tawau	C	83	10	5	15	0	84	1	NA	NA	0.924366042	0.519404631	0.284867221	4.68	84	0
C84	sxan	8m_Sxan_3	C	84	10.5	5	9	0	84	1	NA	NA	1.050089982	0.692861428	NA	4.68	84	0
C85	sbec	SHOREABECCARINA_Sbec	C	85	11	5	18	0	84	1	NA	01.08.2015	0.604301075	0.513799283	NA	4.33	14	1
C86	sxan	Sxan_1	C	86	11.5	5	21	1	35	0	22.08.2015	04.08.2015	NA	NA	NA	4.58	17	1
C87	pmal	All_Pmal_1	C	87	12	5	12	1	48	0	04.09.2015	28.08.2015	NA	NA	NA	4.18	41	1
C88	dry	DL_Tawau	C	88	12.5	5	21	0	84	1	NA	NA	1.022640711	0.494498519	0.171280924	4.2	84	0
C89	pmal	Pmal_1_RDC	C	89	9	5.5	3	0	84	1	NA	NA	1.069378471	0.59891617	0.185358808	4.4	84	0
C90	sxan	9K_Sxan_2	C	90	9.5	5.5	21	1	32	0	19.08.2015	08.08.2015	NA	NA	NA	3.37	21	1
C91	spar	9P_Spar_2	C	91	10	5.5	18	1	31	0	18.08.2015	31.07.2015	NA	NA	NA	3.71	13	1
C92	pmal	Pm_m_5	C	92	10.5	5.5	15	1	41	0	28.08.2015	10.08.2015	NA	NA	NA	4.53	23	1
C93	sbec	SHOREABECCARINA_Sbec	C	93	11	5.5	21	1	38	0	25.08.2015	30.07.2015	NA	NA	NA	4.63	12	1
C94	ptom	Ptom_m_3	C	94	11.5	5.5	15	0	84	1	NA	25.08.2015	0.647558386	0.561358811	0.161566483	4.6	38	1
C95	sxan	8n_Sxan	C	95	12	5.5	6	1	47	0	03.09.2015	29.08.2015	NA	NA	NA	3.22	42	1
C96	dry	DL_m_1	C	96	12.5	5.5	6	0	84	1	NA	17.08.2015	1.062333897	0.483148103	0.116648215	6.24	30	1
C97	spar	9Q_Spar_10	C	97	9	6	0	0	84	1	NA	NA	1.045167404	0.390082123	0.205018076	3.26	84	0
C98	ssem	SS	C	98	9.5	6	0	0	84	1	NA	NA	1.106482931	0.553502453	NA	3.76	84	0
